companyFullName,companyShortName,companySize,financeStage,city,district,positionName,education,workYear,salary_min,salary_max,industryField,firstType,secondType,positionAdvantage,companyLabelList
云势天下（北京）软件有限公司,云势软件,150-500人,B轮,大连,甘井子区,python开发工程师,本科,3-5,8k,12k,企业服务,开发|测试|运维类,后端开发,"扁平管理,六险一金,带薪年假","['年底双薪', '专项奖金', '绩效奖金', '带薪年假']"
北京翠鸟视觉科技有限公司,翠鸟视觉,50-150人,天使轮,北京,海淀区,python开发工程师,本科,3-5,15k,30k,硬件,开发|测试|运维类,后端开发,前沿技术 新锐产品 大牛指导 薪资优渥,"['带薪年假', '定期体检', '午餐补助', '弹性工作']"
云势天下（北京）软件有限公司,云势软件,150-500人,B轮,北京,朝阳区,python开发工程师,本科,3-5,18k,25k,企业服务,开发|测试|运维类,后端开发,六险一金；扁平化管理；超长年假+带薪病假,"['年底双薪', '专项奖金', '绩效奖金', '带薪年假']"
深圳市赢时胜信息技术股份有限公司,赢时胜软件,500-2000人,上市公司,北京,朝阳区,python开发工程师,本科,1-3,15k,25k,金融,开发|测试|运维类,后端开发,主板上市公司，有发展空间,"['活动多多', '氛围轻松', '自研产品', '上市公司']"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,北京,海淀区,python开发工程师,本科,1-3,10k,20k,"数据服务,企业服务",开发|测试|运维类,后端开发,上市大数据人工智能公司、与技术大牛共事,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']"
和骏出行（杭州）科技有限公司,和骏出行,50-150人,天使轮,杭州,余杭区,高级Python 3-6名,本科,3-5,15k,30k,移动互联网,开发|测试|运维类,后端开发,五险一金 ；补贴,[]
广州富力地产股份有限公司,富力地产,2000人以上,上市公司,广州,天河区,Python开发工程师,本科,3-5,15k,30k,"移动互联网,电商",开发|测试|运维类,后端开发,大平台，福利好,"['年底双薪', '通讯津贴', '包早、午餐', '定期体检']"
中国科学院信息工程研究所,中科院信工所,500-2000人,不需要融资,北京,海淀区,Python开发工程师,本科,在校/应届,7k,9k,移动互联网,开发|测试|运维类,后端开发,优秀团队，工作稳定,"['免费班车', '带薪年假', '绩效奖金', '岗位晋升']"
泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,北京,昌平区,python开发工程师,本科,应届毕业生,19k,38k,金融,开发|测试|运维类,后端开发,具有市场竞争力的薪酬、上升空间巨大,"['交通补助', '午餐补助', '带薪年假', '定期体检']"
深圳点猫科技有限公司,编程猫,2000人以上,D轮及以上,深圳,南山区,少儿编程老师（Python方向）,本科,应届毕业生,8k,15k,"移动互联网,教育",教育|培训,教师,行业前景大、个人成长快、五险一金、双休,"['专项奖金', '股票期权', '岗位晋升', '扁平管理']"
成都维堰信息技术服务有限公司陕西分公司,维堰服务,150-500人,不需要融资,深圳,南山区,python开发工程师,本科,1-3,8k,9k,"通讯电子,软件开发",开发|测试|运维类,后端开发,五险一金、包三餐、季度奖金、调薪,[]
爱客科技（深圳）有限公司,AfterShip,150-500人,不需要融资,深圳,南山区,高级 Python 工程师,本科,5-10,25k,35k,电商,开发|测试|运维类,后端开发,全球项目、高薪资、高福利、国际团队,"['持续盈利', '国际龙头企业', 'SaaS平台', '极客氛围']"
上海触乐信息科技有限公司,触宝,500-2000人,上市公司,上海,闵行区,后端工程师/架构师(Go/Python),本科,3-5,25k,50k,"移动互联网,数据服务",开发|测试|运维类,后端开发,美股上市 牛人团队 亿级日活 福利待遇佳,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']"
广州绿网环境保护服务中心,绿网环境保护服务中心(NGO),15-50人,不需要融资,苏州,吴中区,Python工程师,大专,1-3,6k,12k,"数据服务,其他",开发|测试|运维类,后端开发,"六险一金,靠近地铁,双休,自由工作",[]
上海中软华腾软件系统有限公司,上海中软华腾软件系统有限公司,2000人以上,上市公司,深圳,龙岗区,python测试,本科,1-3,10k,16k,"企业服务,金融",开发|测试|运维类,测试,发展前景佳 团队实力强,"['绩效奖金', '带薪年假', '定期体检', '管理规范']"
